pipeline,id,category,predicted_category,category_correct,f1,rouge_l,latency_s
gemini_only,RQ-029,legal_rag,,,0.25573770491803277,0.17860192753446383,3.929642608993163
gemini_only,RQ-030,legal_rag,,,0.1973684210526316,0.11218390804597701,3.2801678879986866
gemini_only,RQ-031,legal_rag,,,0.4607843137254902,0.35506402793946445,3.371486541000195
gemini_only,RQ-032,legal_rag,,,0.2114285714285714,0.17644125274286854,3.8153757940017385
gemini_only,RQ-033,legal_rag,,,0.34285714285714286,0.2379713914174252,22.454787147995376
gemini_only,RQ-034,legal_rag,,,0.42,0.20709556951281616,3.339688854000997
gemini_only,RQ-035,legal_rag,,,0.24731182795698928,0.12755441497956468,4.180264218004595
gemini_only,RQ-036,legal_rag,,,0.2446043165467626,0.13276904474002416,2.9842275319970213
gemini_only,RQ-037,legal_rag,,,0.23569023569023573,0.14847267859316052,4.818316809003591
gemini_only,RQ-038,legal_rag,,,0.32,0.1921259842519685,3.6323608520033304
gemini_only,RQ-039,legal_rag,,,0.37209302325581395,0.28294679399727146,2.9363874749979004
gemini_only,RQ-040,legal_rag,,,0.4444444444444445,0.30738221214411693,7.1589863510016585
vanilla_rag,RQ-001,legal_rag,legal_rag,1.0,0.6554621848739497,0.6172304134142816,10.252450816005876
vanilla_rag,RQ-002,legal_rag,legal_rag,1.0,0.49484536082474223,0.5213675213675214,6.943086189996393
vanilla_rag,RQ-003,legal_rag,legal_rag,1.0,0.2310030395136778,0.2675129832660127,6.623613748000935
vanilla_rag,RQ-004,legal_rag,legal_rag,1.0,0.5753424657534246,0.5855531557475401,6.3047848799978965
vanilla_rag,RQ-005,legal_rag,legal_rag,1.0,0.3984375,0.3390820980615736,32.09319448000315
vanilla_rag,RQ-006,legal_rag,legal_rag,1.0,0.38749999999999996,0.29494505494505496,34.152351738004654
vanilla_rag,RQ-007,legal_rag,legal_rag,1.0,0.27237354085603116,0.2365020103388857,50.333922081998026
vanilla_rag,RQ-008,legal_rag,legal_rag,1.0,0.10526315789473685,0.06998087954110899,12.220918619997974
vanilla_rag,RQ-009,legal_rag,legal_rag,1.0,0.2397260273972603,0.19619194648141,8.204498887003865
vanilla_rag,RQ-010,legal_rag,legal_rag,1.0,0.16257668711656445,0.11509433962264153,10.214187786004914
vanilla_rag,RQ-011,legal_rag,legal_rag,1.0,0.28865979381443296,0.18373493975903613,7.07428811200225
vanilla_rag,RQ-012,legal_rag,legal_rag,1.0,0.03333333333333333,0.029916625796959292,6.207531993997691
vanilla_rag,RQ-013,legal_rag,legal_rag,1.0,0.1603053435114504,0.12294845954506191,7.314427028002683
vanilla_rag,RQ-014,legal_rag,legal_rag,1.0,0.46913580246913583,0.29963160049119936,7.588724002998788
vanilla_rag,RQ-015,legal_rag,legal_rag,1.0,0.42201834862385323,0.42698059179128217,6.669400072998542
vanilla_rag,RQ-016,legal_rag,legal_rag,1.0,0.5256797583081572,0.5140266666666666,7.27828457600117
vanilla_rag,RQ-017,legal_rag,legal_rag,1.0,0.2032520325203252,0.2085146053449347,7.864184110003407
vanilla_rag,RQ-018,legal_rag,legal_rag,1.0,0.11578947368421054,0.09318667888787045,7.3610453639994375
vanilla_rag,RQ-019,legal_rag,legal_rag,1.0,0.22107969151670953,0.2512257305353991,8.842166181995708
vanilla_rag,RQ-020,legal_rag,legal_rag,1.0,0.04878048780487805,0.045018450184501846,5.83966210399376
vanilla_rag,RQ-021,out_of_scope,legal_rag,0.0,0.15384615384615383,0.0950896336710834,6.327399506000802
vanilla_rag,RQ-022,out_of_scope,legal_rag,0.0,0.3243243243243243,0.15111478117258464,5.944174810996628
vanilla_rag,RQ-023,chit_chat,legal_rag,0.0,0.05128205128205127,0.0475448168355417,6.197992045003048
vanilla_rag,RQ-024,out_of_scope,legal_rag,0.0,0.046511627906976744,0.042747021723896286,6.0645290829997975
vanilla_rag,RQ-025,out_of_scope,legal_rag,0.0,0.1142857142857143,0.10711150131694469,7.2118434160001925
vanilla_rag,RQ-026,legal_rag,legal_rag,1.0,0.31746031746031744,0.2262306136210384,6.486231087998021
vanilla_rag,RQ-027,legal_rag,legal_rag,1.0,0.6818181818181818,0.6514717374316228,6.608217900000454
vanilla_rag,RQ-028,legal_rag,legal_rag,1.0,0.4415584415584416,0.31662464778288596,7.20452475699858
vanilla_rag,RQ-029,legal_rag,legal_rag,1.0,0.16829745596868884,0.141679778227317,8.367685691999213
vanilla_rag,RQ-030,legal_rag,legal_rag,1.0,0.2948207171314741,0.2591941391941392,7.197421215001668
vanilla_rag,RQ-031,legal_rag,legal_rag,1.0,0.4,0.3282624443754528,7.651099169997906
vanilla_rag,RQ-032,legal_rag,legal_rag,1.0,0.44799999999999995,0.3149938972866397,8.209103366003546
vanilla_rag,RQ-033,legal_rag,legal_rag,1.0,0.5018181818181817,0.4863057734344862,7.564255883000442
vanilla_rag,RQ-034,legal_rag,legal_rag,1.0,0.2902374670184697,0.19419255257572837,7.3738285430008546
vanilla_rag,RQ-035,legal_rag,legal_rag,1.0,0.03278688524590164,0.02856473893701709,6.14873736500158
vanilla_rag,RQ-036,legal_rag,legal_rag,1.0,0.4960000000000001,0.4351387054161162,6.974416600998666
vanilla_rag,RQ-037,legal_rag,legal_rag,1.0,0.23822714681440443,0.18019761637974943,7.540296118000697
vanilla_rag,RQ-038,legal_rag,legal_rag,1.0,0.3891402714932127,0.33237179487179497,7.15117881999322
vanilla_rag,RQ-039,legal_rag,legal_rag,1.0,0.5842696629213483,0.5722326454033771,8.146490200000699
vanilla_rag,RQ-040,legal_rag,legal_rag,1.0,0.48407643312101906,0.4589510953750831,30.608652636001352
agentic_rag,RQ-001,legal_rag,legal_rag,1.0,0.383177570093458,0.3868700719917724,15.403617812997254
agentic_rag,RQ-002,legal_rag,legal_rag,1.0,0.2911392405063291,0.25687214878933207,33.721923921999405
agentic_rag,RQ-003,legal_rag,legal_rag,1.0,0.23564954682779451,0.2729776247848537,18.353697913997166
agentic_rag,RQ-004,legal_rag,legal_rag,1.0,0.34080717488789236,0.3504596191726855,40.978270196996164
agentic_rag,RQ-005,legal_rag,legal_rag,1.0,0.34459459459459457,0.34244011976047906,106.08450660800008
agentic_rag,RQ-006,legal_rag,legal_rag,1.0,0.25101214574898784,0.22676579925650556,48.680009556002915
agentic_rag,RQ-007,legal_rag,legal_rag,1.0,0.296875,0.2637267617812365,70.65850991300249
agentic_rag,RQ-008,legal_rag,legal_rag,1.0,0.2398190045248869,0.2540586485337866,19.206010874004278
agentic_rag,RQ-009,legal_rag,legal_rag,1.0,0.3564356435643564,0.28485657104736495,16.645055656001205
agentic_rag,RQ-010,legal_rag,legal_rag,1.0,0.14970059880239522,0.10892857142857143,18.693522181994922
agentic_rag,RQ-011,legal_rag,legal_rag,1.0,0.13740458015267173,0.0869937250427838,24.12321279599564
agentic_rag,RQ-012,legal_rag,legal_rag,1.0,0.14457831325301204,0.12296133406633682,24.64929808099987
agentic_rag,RQ-013,legal_rag,legal_rag,1.0,0.1702127659574468,0.14590974326263753,25.293744324997533
agentic_rag,RQ-014,legal_rag,legal_rag,1.0,0.3716814159292036,0.2257169287696577,14.756055878002371
agentic_rag,RQ-015,legal_rag,legal_rag,1.0,0.35185185185185186,0.35214881334188575,17.58639846800361
agentic_rag,RQ-016,legal_rag,legal_rag,1.0,0.39473684210526316,0.38552000000000003,17.145291599998018
agentic_rag,RQ-017,legal_rag,legal_rag,1.0,0.16260162601626013,0.17213268953408165,17.997351529993466
agentic_rag,RQ-018,legal_rag,legal_rag,1.0,0.10546139359698681,0.10320729733706045,17.449523086004774
agentic_rag,RQ-019,legal_rag,legal_rag,1.0,0.3831775700934579,0.4190279924437575,17.722507888996915
agentic_rag,RQ-020,legal_rag,legal_rag,1.0,0.11581291759465479,0.11614019904803116,16.656044203999045
agentic_rag,RQ-021,out_of_scope,out_of_scope,1.0,0.6133333333333333,0.6426935409986259,3.289166380003735
agentic_rag,RQ-022,out_of_scope,legal_rag,0.0,0.15217391304347827,0.12484650020466641,1311.4148588120006
agentic_rag,RQ-023,chit_chat,chit_chat,1.0,0.39999999999999997,0.3155716502845318,6.96001608500228
agentic_rag,RQ-024,out_of_scope,out_of_scope,1.0,0.3544303797468354,0.2359260850880963,3.21963451999909
agentic_rag,RQ-025,out_of_scope,out_of_scope,1.0,0.25352112676056343,0.2393330063756743,3.2823018840063014
agentic_rag,RQ-026,legal_rag,legal_rag,1.0,0.27213822894168466,0.22757580568344182,14.35494497000036
agentic_rag,RQ-027,legal_rag,legal_rag,1.0,0.22670025188916879,0.17488532110091742,22.62418313800299
agentic_rag,RQ-028,legal_rag,legal_rag,1.0,0.4036697247706422,0.266870830143279,13.428895746998023
agentic_rag,RQ-029,legal_rag,legal_rag,1.0,0.3333333333333333,0.25916815742397137,13.11990502000117
agentic_rag,RQ-030,legal_rag,legal_rag,1.0,0.2763157894736842,0.21034482758620693,12.305308334995061
agentic_rag,RQ-031,legal_rag,legal_rag,1.0,0.40804597701149425,0.3363154062207427,12.903561291997903
agentic_rag,RQ-032,legal_rag,legal_rag,1.0,0.3012987012987013,0.21264104210622875,12.503877834999003
agentic_rag,RQ-033,legal_rag,legal_rag,1.0,0.38283828382838286,0.3526011560693642,12.707820000003267
agentic_rag,RQ-034,legal_rag,legal_rag,1.0,0.3215258855585831,0.29088019074110866,13.015413346998685
agentic_rag,RQ-035,legal_rag,legal_rag,1.0,0.30905861456483125,0.2113624476987448,10.559545543997956
agentic_rag,RQ-036,legal_rag,legal_rag,1.0,0.5777777777777778,0.5291201982651798,11.682802424002148
agentic_rag,RQ-037,legal_rag,legal_rag,1.0,0.1873873873873874,0.14556487352560168,13.83566432799853
agentic_rag,RQ-038,legal_rag,legal_rag,1.0,0.18604651162790697,0.1577944179714091,13.422948020001058
agentic_rag,RQ-039,legal_rag,legal_rag,1.0,0.6857142857142857,0.696574225122349,11.479382871999405
agentic_rag,RQ-040,legal_rag,legal_rag,1.0,0.36607142857142855,0.39392960929932186,12.120375595004589
