variant,qid,category,used_query,r_at_5,r_at_10,mrr,ndcg_10,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,latency_s,pred_answer,standalone_query
NO_REWRITE,RQ-013,cross_reference,Mức phạt cho hành vi quy định tại điểm h khoản 14 Điều 32 NĐ 168?,1.0,1.0,0.5,2.898287324662436,0.16470588235294117,0.14414414414414412,0.3333333333333333,1.0,0.5,False,7.490971172999707,"### Mức phạt đối với chủ phương tiện vi phạm

Hành vi quy định tại điểm h khoản 14 Điều 32 Nghị định 168/2024/NĐ-CP áp dụng đối với chủ xe ô tô, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ, xe máy chuyên dùng và các loại xe tương tự xe ô tô:

- **Mức phạt tiền:** Từ **28.000.000 đồng** đến **30.000.000 đồng** đối với cá nhân; từ **56.000.000 đồng** đến **60.000.000 đồng** đối với tổ chức [Điều 32, Khoản 14 — NĐ 168/2024/NĐ-CP].
- **Hình thức xử phạt bổ sung:**
    -",
NO_REWRITE,RQ-014,cross_reference,Điểm b khoản 9 Điều 6 quy định mức phạt tiền là bao nhiêu?,0.0,0.0,0.008264462809917356,0.0,0.2894736842105263,0.2024656235182551,0.5,1.0,0.6666666666666666,False,28.12997189199814,"### Mức phạt đối với xe ô tô, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ và các loại xe tương tự xe ô tô

- Hành vi vi phạm quy định tại **điểm b khoản 9 Điều 6** (không chấp hành hiệu lệnh của đèn tín hiệu giao thông): Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** [Điều 6, Khoản 9, Điểm b — NĐ 168/2024/NĐ-CP].

- Ngoài mức phạt tiền, người điều khiển xe thực hiện hành vi này còn bị trừ **04 điểm** giấy phép lái xe [Điều 6, Khoản 16, Điểm b — NĐ 168/2024",
NO_REWRITE,RQ-015,cross_reference,Khoản 2 Điều 48 NĐ 168 nhắc đến việc tạm giữ phương tiện theo luật nào?,0.0,0.0,0.09090909090909091,0.0,0.3529411764705882,0.30356207438449445,1.0,1.0,1.0,True,6.496516619001341,"Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP quy định người có thẩm quyền xử phạt có thể quyết định tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm theo quy định tại điểm a, điểm c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8 **Điều 125 của Luật Xử lý vi phạm hành chính** [Điều 48, Khoản 2 — NĐ 168/2024/NĐ-CP].

Thông tin này không có trong tài liệu được cung cấp về mức phạt tiền cụ thể cho hành vi này.",
NO_REWRITE,RQ-016,procedure,Sát hạch lý thuyết cấp giấy phép lái xe gồm những nội dung gì?,1.0,1.0,1.0,1.0,0.5317220543806647,0.46197333333333324,0.3333333333333333,1.0,0.5,True,7.503081494003709,"### Nội dung sát hạch lý thuyết cấp giấy phép lái xe

Các nội dung sát hạch lý thuyết bao gồm:

- **Các quy định chung:** Các câu hỏi liên quan đến quy định của pháp luật về trật tự, an toàn giao thông đường bộ và kỹ thuật lái xe [Điều 4, Khoản 1, Điểm a — Thông tư 12/2025/TT-BCA] [Điều 17, Khoản 1, Điểm a — Thông tư 35/2024/TT-BGTVT].
- **Đối với hạng B1 và hạng B trở lên:** Nội dung liên quan đến cấu tạo và sửa chữa thông thường [Điều 4, Khoản 1, Điểm a — Thông tư 12/2025/TT-BCA] [Điều 17, Kho",
NO_REWRITE,RQ-017,procedure,Thủ tục phục hồi điểm giấy phép lái xe như thế nào?,0.0,0.0,0.0,0.0,0.18050541516245486,0.1861045624739981,0.0,0.0,0.0,False,7.72375141899829,"### 1. Trường hợp giấy phép lái xe chưa bị trừ hết điểm
Đối với trường hợp giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất, thủ tục phục hồi được thực hiện như sau:
- **Tự động phục hồi:** Khi đủ thời hạn 12 tháng, dữ liệu điểm sẽ được tự động phục hồi đủ **12 điểm** (bao gồm cả trường hợp giấy phép lái xe đang trong thời hạn bị tước quyền sử dụng) và cập nhật vào Cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn giao",
NO_REWRITE,RQ-018,procedure,Điều kiện để được cấp Giấy phép lái xe hạng C là gì?,0.0,0.0,0.0,0.0,0.12188365650969529,0.09139554794520548,0.0,0.0,0.0,True,7.923658298001101,"Để được cấp Giấy phép lái xe (GPLX) hạng C, người học cần đáp ứng các điều kiện sau:

### 1. Điều kiện chung
- Là công dân Việt Nam, người nước ngoài được phép cư trú hoặc đang làm việc, học tập tại Việt Nam [Điều 7, Khoản 1 — Thông tư 12/2017/TT-BGTVT].
- Đủ tuổi (tính đến ngày dự sát hạch), sức khỏe và trình độ văn hóa theo quy định [Điều 7, Khoản 2 — Thông tư 12/2017/TT-BGTVT].
- Đáp ứng tiêu chuẩn sức khỏe Nhóm 3 (áp dụng cho hạng C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE) theo quy định ",
NO_REWRITE,RQ-019,procedure,Hành vi nào dẫn đến bị thu hồi Giấy phép lái xe theo luật 2024?,1.0,1.0,1.0,1.0,0.245014245014245,0.2770328719723183,0.2,1.0,0.33333333333333337,False,7.549622755999735,"### Các trường hợp bị thu hồi Giấy phép lái xe (GPLX) theo Luật Trật tự, an toàn giao thông đường bộ 2024

Giấy phép lái xe bị thu hồi khi thuộc một trong các trường hợp sau đây:

- **Người được cấp GPLX không đủ điều kiện sức khỏe** theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng GPLX [Điều 62, Khoản 5, Điểm a — Luật 36/2024/QH15].
- **GPLX được cấp sai quy định** [Điều 62, Khoản 5, Điểm b — Luật 36/2024/QH15].
- **GPLX đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết đị",
NO_REWRITE,RQ-020,procedure,Xe máy điện có cần phải đăng ký biển số không?,0.0,0.0,0.0,0.0,0.04878048780487805,0.045018450184501846,0.0,0.0,0.0,True,6.007160715002101,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-026,ambiguous_short,vượt tín hiệu đường sắt,0.0,0.0,0.0,0.0,0.31746031746031744,0.2262306136210384,0.0,0.0,0.0,False,8.613252633003867,"Câu hỏi của bạn liên quan đến hành vi vượt tín hiệu đường sắt, tùy thuộc vào đối tượng điều khiển phương tiện mà mức xử phạt được quy định như sau:

### 1. Đối với lái tàu, trưởng tàu, phó trưởng tàu khách phụ trách an toàn
- Hành vi **điều khiển tàu chạy vượt qua tín hiệu vào ga, ra ga đang ở trạng thái đóng** khi chưa được phép của người chỉ huy chạy tàu: Phạt tiền từ **3.000.000 đồng** đến **6.000.000 đồng** [Điều 10, Khoản 3, Điểm b — Nghị định 81/2026/NĐ-CP].
- Hình thức xử phạt bổ sung: **",
NO_REWRITE,RQ-027,ambiguous_short,không có gương xe máy,0.0,0.0,0.03571428571428571,0.0,0.6818181818181818,0.6514717374316228,0.0,0.0,0.0,False,12.558849141001701,"### Phạt đối với xe mô tô, xe gắn máy
- Hành vi điều khiển xe **không có gương chiếu hậu bên trái** người điều khiển hoặc có nhưng không có tác dụng: Phạt tiền từ **400.000 đồng** đến **600.000 đồng** [Điều 14, Khoản 1, Điểm a — NĐ 168/2024/NĐ-CP].
- Ngoài ra, người điều khiển xe thực hiện hành vi này còn bị trừ **02 điểm** giấy phép lái xe [Điều 14, Khoản 8, Điểm a — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-028,ambiguous_short,đèn vàng có vượt được không,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.4292237442922374,0.3124320968492938,1.0,0.3333333333333333,0.5,True,6.726293182000518,"Người điều khiển phương tiện tham gia giao thông đường bộ phải chấp hành tín hiệu đèn vàng như sau:

- **Phải dừng lại** trước vạch dừng.
- Trường hợp đang đi trên vạch dừng hoặc đã đi qua vạch dừng mà tín hiệu đèn chuyển sang màu vàng thì **được đi tiếp**.
- Trường hợp tín hiệu đèn màu vàng **nhấp nháy**: Người điều khiển phương tiện được đi nhưng phải quan sát, giảm tốc độ hoặc dừng lại nhường đường cho người đi bộ, xe lăn của người khuyết tật qua đường hoặc các phương tiện khác [Điều 11, Khoả",
NO_REWRITE,RQ-029,ambiguous_short,chở súc vật trên đường,0.5,0.5,1.0,0.6131471927654584,0.16829745596868884,0.141679778227317,0.0,0.0,0.0,False,105.61042447300133,"### 1. Phạt đối với người điều khiển, dẫn dắt vật nuôi
- Hành vi **để vật nuôi đi trên đường bộ không bảo đảm an toàn** cho người, phương tiện đang tham gia giao thông: Phạt tiền từ **150.000 đồng** đến **250.000 đồng** [Điều 11, Khoản 1, Điểm d — NĐ 168/2024/NĐ-CP].
- Hành vi **để vật nuôi kéo xe mà không có người điều khiển**: Phạt tiền từ **150.000 đồng** đến **250.000 đồng** [Điều 11, Khoản 1, Điểm e — NĐ 168/2024/NĐ-CP].
- Hành vi **dẫn dắt vật nuôi chạy theo** khi đang điều khiển hoặc ngồi",
NO_REWRITE,RQ-030,ambiguous_short,vạch liền,0.0,0.0,0.0,0.0,0.3459915611814346,0.26378378378378375,0.0,0.0,0.0,False,7.622033883999393,"### Phạt đối với hành vi vi phạm vạch kẻ đường

Người điều khiển phương tiện không chấp hành chỉ dẫn của vạch kẻ đường (bao gồm vạch liền) sẽ bị xử phạt như sau:

- **Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
    - Phạt tiền từ **200.000 đồng** đến **400.000 đồng** [Điều 7, Khoản 1, Điểm a — NĐ 168/2024/NĐ-CP].
    - Hành vi này không thuộc danh mục bị trừ điểm giấy phép lái xe theo quy định tại Điều 7, Khoản 13 của Nghị định 168/2024/NĐ-CP.

- **Đối với người điều",
NO_REWRITE,RQ-031,compound_action,chở 3 người trên xe máy và không đội mũ bảo hiểm bị phạt bao nhiêu,1.0,1.0,1.0,1.3868528072345416,0.4,0.3282624443754528,0.25,1.0,0.4,False,9.527388173999498,"### 1. Hành vi chở 3 người trên xe mô tô, xe gắn máy
- Người điều khiển xe mô tô, xe gắn máy chở theo từ 03 người trở lên trên xe: Phạt tiền từ **600.000 đồng** đến **800.000 đồng** [Điều 7, Khoản 3, Điểm b — NĐ 168/2024/NĐ-CP].

### 2. Hành vi không đội mũ bảo hiểm
- Đối với người điều khiển xe: Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội không cài quai đúng quy cách: Phạt tiền từ **400.000 đồng** đến **600.000 đồng** [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP].
- Đối với ngườ",
NO_REWRITE,RQ-032,compound_action,vừa chạy quá tốc độ vừa vượt đèn đỏ ô tô bị phạt như nào,0.0,0.0,0.02857142857142857,0.0,0.44799999999999995,0.3149938972866397,0.4,1.0,0.5714285714285715,False,36.99502777699672,"### Phạt đối với người điều khiển xe ô tô

Đối với hành vi điều khiển xe ô tô vi phạm quy tắc giao thông đường bộ, mức xử phạt được quy định như sau:

- **Hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông:** Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** + trừ **04 điểm** GPLX [Điều 6, Khoản 9, Điểm b — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm b — NĐ 168/2024/NĐ-CP].

- **Hành vi điều khiển xe chạy quá tốc độ quy định:**
    - Quá tốc độ từ **10 km/h đến 20 km/h**: Phạt t",
NO_REWRITE,RQ-033,compound_action,đi ngược chiều vào đường cấm bằng xe ô tô,0.0,1.0,0.14285714285714285,0.39780880120575696,0.5018181818181817,0.4863057734344862,0.25,0.5,0.3333333333333333,False,12.296367238996027,"### Phạt đối với xe ô tô đi ngược chiều vào đường cấm

- Hành vi **đi ngược chiều** của đường một chiều hoặc đi ngược chiều trên đường có biển **“Cấm đi ngược chiều”**: Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** + trừ **10 điểm** GPLX [Điều 6, Khoản 9, Điểm d — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm d — NĐ 168/2024/NĐ-CP].

- Hành vi **đi vào đường có biển báo hiệu có nội dung cấm đi vào** đối với loại phương tiện đang điều khiển: Phạt tiền từ **4.000.000 đồng** đến **6.000.000",
NO_REWRITE,RQ-034,compound_action,chở 3 người vượt đường ngang đường sắt khi tín hiệu đèn đỏ,0.5,0.5,0.2,0.23719771276929622,0.2902374670184697,0.19419255257572837,0.2,0.5,0.28571428571428575,False,7.347949991999485,"### Mức phạt đối với hành vi vượt đường ngang khi có tín hiệu đèn đỏ

Hành vi vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng bị xử phạt như sau:

- **Đối với người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và xe gắn máy:**
    - Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** [Điều 13, Khoản 6 — NĐ 81/2026/NĐ-CP].
    - Hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ **01 tháng** đến **03 tháng** [Điều 13, Khoản 11 — NĐ 81/202",
NO_REWRITE,RQ-035,compound_action,tránh xe tải tông phải trẻ em đi bộ mức phạt bao nhiêu,0.0,0.0,0.0,0.0,0.03278688524590164,0.02856473893701709,0.0,0.0,0.0,True,11.697027827001875,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-036,vehicle_binding,xe ô tô vượt đèn đỏ phạt bao nhiêu,0.0,0.0,0.021739130434782608,0.0,0.4960000000000001,0.4512549537648613,0.0,0.0,0.0,True,6.7697215440057334,"### Phạt đối với xe ô tô vượt đèn đỏ

- Hành vi **không chấp hành hiệu lệnh của đèn tín hiệu giao thông**: Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** [Điều 13, Khoản 9 — Nghị định 81/2026/NĐ-CP].

*Lưu ý: Thông tin về số điểm trừ GPLX cho hành vi này không có trong tài liệu được cung cấp.*",
NO_REWRITE,RQ-037,vehicle_binding,xe tải chở quá tải bị phạt thế nào,0.0,0.0,0.0,0.0,0.23822714681440443,0.18019761637974943,0.0,0.0,0.0,False,7.147010571999999,"Mức xử phạt đối với hành vi điều khiển xe tải chở quá tải trọng cho phép của đường bộ được quy định tại Điều 34 Nghị định 168/2024/NĐ-CP như sau:

### 1. Quá tải trọng từ 10% đến 20%
- Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** [Điều 34, Khoản 2 — NĐ 168/2024/NĐ-CP].

### 2. Quá tải trọng trên 20% đến 50%
- Phạt tiền từ **13.000.000 đồng** đến **15.000.000 đồng** [Điều 34, Khoản 4, Điểm a — NĐ 168/2024/NĐ-CP].
- Bị trừ **02 điểm** giấy phép lái xe [Điều 34, Khoản 7, Điểm a — NĐ 168/2",
NO_REWRITE,RQ-038,vehicle_binding,xe máy chuyên dùng đi vào làn cao tốc bị phạt gì,1.0,1.0,1.0,2.2461414348591218,0.3891402714932127,0.33237179487179497,0.5,1.0,0.6666666666666666,False,7.150232334002794,"### Phạt đối với xe máy chuyên dùng đi vào làn dừng xe khẩn cấp hoặc phần lề đường cao tốc

- Hành vi **điều khiển xe máy chuyên dùng chạy ở làn dừng xe khẩn cấp hoặc phần lề đường của đường cao tốc**: Phạt tiền từ **3.000.000 đồng** đến **5.000.000 đồng** [Điều 8, Khoản 6, Điểm e — NĐ 168/2024/NĐ-CP].

### Phạt đối với xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn quy định đi vào đường cao tốc

- Hành vi **điều khiển xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối vớ",
NO_REWRITE,RQ-039,vehicle_binding,xe đạp đi không đúng phần đường bị phạt bao nhiêu,1.0,1.0,1.0,2.692888200125607,0.5842696629213483,0.5722326454033771,1.0,1.0,1.0,False,25.01801664800587,"### Phạt đối với xe đạp đi không đúng phần đường

- Hành vi **không đi bên phải theo chiều đi của mình, đi không đúng phần đường quy định**: Phạt tiền từ **100.000 đồng** đến **200.000 đồng** [Điều 9, Khoản 1, Điểm a — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-040,vehicle_binding,em chạy xe máy mà có nồng độ cồn 0.4 thì bị phạt bao nhiêu,0.0,0.0,0.047619047619047616,0.0,0.48407643312101906,0.4589510953750831,0.0,0.0,0.0,False,6.370978061997448,"### Mức phạt đối với người điều khiển xe mô tô, xe gắn máy có nồng độ cồn

Đối với hành vi điều khiển xe mô tô, xe gắn máy trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở:

- Phạt tiền từ **8.000.000 đồng** đến **10.000.000 đồng** [Điều 7, Khoản 9, Điểm d — NĐ 168/2024/NĐ-CP].

*Lưu ý: Tài liệu cung cấp không liệt kê cụ thể số điểm trừ GPLX cho hành vi này tại Điều 7.*",
REWRITE,RQ-001,simple_penalty,mức phạt vượt đèn đỏ không chấp hành hiệu lệnh đèn tín hiệu giao thông xe mô tô xe gắn máy Điều 7 Khoản 7 Điểm c Nghị định 168/2024 trừ điểm GPLX,0.0,1.0,0.1111111111111111,0.3010299956639812,0.6610169491525423,0.6394874781595807,0.0,0.0,0.0,False,17.520368299003167,"### Phạt đối với xe mô tô, xe gắn máy vượt đèn đỏ

- Hành vi **không chấp hành hiệu lệnh của đèn tín hiệu giao thông**: Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** [Điều 7, Khoản 7, Điểm c — NĐ 168/2024/NĐ-CP].
- Ngoài ra, người điều khiển xe còn bị trừ **02 điểm** giấy phép lái xe [Điều 7, Khoản 13, Điểm a — NĐ 168/2024/NĐ-CP].",Đi xe máy vượt đèn đỏ bị phạt bao nhiêu tiền?
REWRITE,RQ-002,simple_penalty,mức phạt nồng độ cồn mức 1 ô tô Điều 6 Nghị định 168/2024 trừ điểm GPLX,1.0,1.0,0.2,0.38685280723454163,0.7,0.7216605721660573,0.5,1.0,0.6666666666666666,False,30.12307012900419,"### Phạt đối với xe ô tô vi phạm nồng độ cồn (mức 1)

- Hành vi: Điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.
- Mức phạt tiền: Từ **6.000.000 đồng** đến **8.000.000 đồng** [Điều 6, Khoản 6, Điểm c — NĐ 168/2024/NĐ-CP].
- Trừ điểm giấy phép lái xe: Hành vi này bị trừ **04 điểm** GPLX [Điều 6, Khoản 16, Điểm b — NĐ 168/2024/NĐ-CP].",Nồng độ cồn mức 1 đối với xe ô tô bị phạt bao nhiêu tiền và có bị trừ điểm giấy phép lái xe không?
