chunker,qid,category,latency_s,recall@5_khoan,recall@10_khoan,recall@20_khoan,mrr_khoan,ndcg@10_khoan,recall@5_doc,recall@10_doc,recall@20_doc,mrr_doc,ndcg@10_doc
fixed_512,RQ-007,multi_intent,0.04271852300007595,0.5,0.5,1.0,1.0,0.6131471927654584,1.0,1.0,1.0,1.0,3.6567065308538043
fixed_512,RQ-008,multi_intent,0.044351263999487855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879
fixed_512,RQ-009,multi_intent,0.042397160999826156,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.3080998814132716
fixed_512,RQ-010,multi_intent,0.04304197000055865,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,2.2367119509644584
fixed_512,RQ-011,cross_reference,0.04416144799870381,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.1664881496577664
fixed_512,RQ-012,cross_reference,0.04392817100051616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.894761127969284
fixed_512,RQ-013,cross_reference,0.04277956799887761,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.8863221553163427
fixed_512,RQ-014,cross_reference,0.040648122998391045,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.5971647077311593
fixed_512,RQ-015,cross_reference,0.04111948699937784,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.8366810130175848
fixed_512,RQ-016,procedure,0.04345636600010039,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,2.184004471296072
fixed_512,RQ-017,procedure,0.03903486899980635,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.8562071871080221
fixed_512,RQ-018,procedure,0.03862511000079394,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.1840044712960722
fixed_512,RQ-019,procedure,0.04210317999968538,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.38685280723454163
fixed_512,RQ-020,procedure,0.04077265700107091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_512,RQ-021,out_of_scope,0.04444064199924469,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
fixed_512,RQ-022,out_of_scope,0.0402628800002276,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
fixed_512,RQ-023,out_of_scope,0.036156483000013395,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
fixed_512,RQ-024,out_of_scope,0.04024062900134595,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
fixed_512,RQ-025,out_of_scope,0.041871425999488565,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
