variant,qid,category,latency_s,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,pred_answer
P0_zero_shot,RQ-011,cross_reference,6.660552091001591,0.17777777777777778,0.14308053166536358,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, Nghị định 168/2024/NĐ-CP không liệt kê nội dung cụ thể của ""điểm a khoản 4 Điều 13"".

Tuy nhiên, theo **Nguồn 2**, hành vi vi phạm tại **điểm a khoản 4 Điều 13** thuộc trường hợp bị áp dụng hình thức xử phạt bổ sung là **tạm giữ phương tiện**. Ngoài ra, theo **Nguồn 7**, hành vi vi phạm tại **khoản 4 Điều 13** bị áp dụng hình thức xử phạt bổ sung là **trừ 02 điểm giấy phép lái xe**."
P0_zero_shot,RQ-012,cross_reference,6.109522405997268,0.2802547770700637,0.20497311827956988,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin quy định về hình thức xử phạt bổ sung đối với khoản 8 Điều 32 của Nghị định 168/2024/NĐ-CP.

Các nội dung liên quan đến khoản 8 Điều 32 trong ngữ cảnh chỉ đề cập đến việc dẫn chiếu các điểm (như điểm đ, điểm e) để áp dụng các biện pháp khắc phục hậu quả hoặc trừ điểm giấy phép lái xe trong trường hợp chủ phương tiện là người trực tiếp điều khiển, chứ không liệt kê hình thức xử phạt bổ sung cụ thể cho toàn bộ khoản 8."
P0_zero_shot,RQ-013,cross_reference,9.247283675998915,0.1268882175226586,0.08441932879713988,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, mức phạt đối với hành vi quy định tại **điểm h khoản 14 Điều 32** của Nghị định 168/2024/NĐ-CP được xác định như sau:

1.  **Về hình thức xử phạt bổ sung:**
    *   Theo **Điều 32, khoản 18, điểm d**: Hành vi quy định tại điểm h khoản 14 Điều 32 bị tước quyền sử dụng giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường và tem kiểm định của phương tiện từ **01 tháng đến 03 tháng**.
    *   Theo **Điều 32, khoản 18, điểm đ**: Hành vi quy định tạ"
P0_zero_shot,RQ-014,cross_reference,6.164672986000369,0.29824561403508776,0.2613219094247246,0.0,0.0,0.0,False,"Dựa trên ngữ cảnh được cung cấp, tại **Điều 6, Khoản 9, Điểm b** của Nghị định 168/2024/NĐ-CP không quy định trực tiếp mức phạt tiền cho riêng điểm này.

Tuy nhiên, **Khoản 9 Điều 6** quy định mức phạt tiền chung cho các hành vi vi phạm được liệt kê tại khoản này là: **Phạt tiền từ 18.000.000 đồng đến 20.000.000 đồng** đối với người điều khiển xe."
P0_zero_shot,RQ-015,cross_reference,6.009712581999338,0.5111111111111111,0.4344077961019491,0.0,0.0,0.0,False,"Dựa trên Khoản 2 Điều 48 của Nghị định 168/2024/NĐ-CP trong ngữ cảnh được cung cấp, việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm được thực hiện theo quy định tại **Luật Xử lý vi phạm hành chính**."
P0_zero_shot,RQ-016,procedure,6.539372325998556,0.589041095890411,0.42119047619047617,0.0,0.0,0.0,False,"Dựa trên các nguồn tài liệu được cung cấp, nội dung sát hạch lý thuyết cấp giấy phép lái xe bao gồm các phần sau:

1.  **Các nội dung chung:**
    *   Quy định của pháp luật về trật tự, an toàn giao thông đường bộ.
    *   Kỹ thuật lái xe.
    *   Đạo đức người lái xe và văn hóa giao thông.
    *   Phòng, chống tác hại của rượu, bia khi tham gia giao thông.

2.  **Các nội dung bổ sung tùy theo hạng giấy phép lái xe:**
    *   **Đối với hạng B1 và hạng B trở lên:** Nội dung liên quan đến cấu tạo "
P0_zero_shot,RQ-017,procedure,7.50821663300303,0.18115942028985507,0.186752017812413,0.0,0.0,0.0,False,"Dựa trên các nguồn tài liệu được cung cấp, thủ tục phục hồi điểm giấy phép lái xe (GPLX) được chia thành hai trường hợp chính như sau:

### 1. Trường hợp GPLX chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng
*   **Điều kiện:** Khi đủ thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất.
*   **Trình tự:**
    *   Dữ liệu điểm GPLX sẽ được **tự động phục hồi** đủ 12 điểm (bao gồm cả trường hợp GPLX đang trong thời hạn bị tước quyền sử dụng) và cập nhật tự động trong Cơ sở dữ liệu về "
P0_zero_shot,RQ-018,procedure,7.653411415001756,0.09292929292929293,0.09130297778478022,0.0,0.0,0.0,False,"Dựa trên các nguồn thông tin được cung cấp, điều kiện để được cấp Giấy phép lái xe (GPLX) hạng C bao gồm các khía cạnh sau:

**1. Đối với người học lái xe (cấp mới hoặc nâng hạng):**
*   **Đối tượng:** Là công dân Việt Nam, người nước ngoài được phép cư trú hoặc đang làm việc, học tập tại Việt Nam.
*   **Độ tuổi, sức khỏe, trình độ:** Phải đủ tuổi (tính đến ngày dự sát hạch), đủ sức khỏe và trình độ văn hóa theo quy định.
*   **Đối với trường hợp nâng hạng lên hạng C:**
    *   Phải đáp ứng các "
P0_zero_shot,RQ-019,procedure,5.815988786001981,0.36363636363636365,0.3982923154193872,0.0,0.0,0.0,False,"Dựa trên Khoản 5 Điều 62 Luật Trật tự, an toàn giao thông đường bộ 2024, giấy phép lái xe bị thu hồi khi thuộc một trong các trường hợp sau đây:

a) Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe;
b) Giấy phép lái xe được cấp sai quy định;
c) Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết định xử phạt vi phạm hành chính theo quy định của pháp luật về xử lý vi phạm hành chính n"
P0_zero_shot,RQ-020,procedure,6.873559133000526,0.16740088105726872,0.15237302248126564,0.0,0.0,0.0,False,"Dựa trên các thông tin được cung cấp trong ngữ cảnh, quy định về việc đăng ký xe được nêu như sau:

*   **Nguyên tắc chung:** Theo Khoản 1 Điều 3, xe cơ giới và xe máy chuyên dùng có nguồn gốc hợp pháp, bảo đảm tiêu chuẩn chất lượng an toàn kỹ thuật và bảo vệ môi trường thì được đăng ký, cấp biển số xe theo quy định tại Thông tư này.
*   **Biển số xe điện:** Thông tư có quy định về tem nhận diện dành cho ""xe sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường"" (trong đó bao gồm xe đi"
P0_zero_shot,RQ-021,out_of_scope,6.321773808998842,0.22988505747126434,0.09826822392267419,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin nào hướng dẫn về cách nấu món phở bò Nam Định. Các văn bản trên chỉ quy định về đăng ký xe, xử phạt vi phạm hành chính trong lĩnh vực đường bộ và các quy định liên quan đến kết cấu hạ tầng đường bộ."
P0_zero_shot,RQ-022,out_of_scope,5.110327977999987,0.43999999999999995,0.31770833333333337,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin về dự báo thời tiết tại Hà Nội vào ngày mai."
P0_zero_shot,RQ-023,out_of_scope,6.410362635997444,0.1411764705882353,0.1504315659679408,1.0,1.0,1.0,False,"Dựa trên ngữ cảnh được cung cấp, tôi không có thông tin về tình trạng sức khỏe của bản thân để trả lời câu hỏi của bạn. Các nội dung trong ngữ cảnh chỉ quy định về tiêu chuẩn sức khỏe, quy trình khám sức khỏe cho người lái xe và các mẫu giấy tờ liên quan."
P0_zero_shot,RQ-024,out_of_scope,6.248939811001037,0.08823529411764708,0.059703579418344525,1.0,1.0,1.0,False,"Dựa trên các nguồn tài liệu được cung cấp, không có thông tin quy định cụ thể về ""Luật dân sự về thừa kế"".

Các văn bản trong ngữ cảnh chỉ đề cập đến thừa kế trong một số trường hợp liên quan đến phương tiện giao thông, cụ thể như sau:

*   **Đối tượng áp dụng xử phạt:** Cá nhân, tổ chức được thừa kế phương tiện (chưa làm thủ tục cấp mới chứng nhận đăng ký và biển số) là đối tượng để áp dụng xử phạt như chủ phương tiện (Nguồn 1).
*   **Chứng nhận quyền sở hữu:** Văn bản về thừa kế xe là một tron"
P0_zero_shot,RQ-025,out_of_scope,6.564257824000379,0.13658536585365852,0.10187418816106883,1.0,1.0,1.0,False,"Dựa trên các tài liệu được cung cấp, không có thông tin nào đề cập đến chính sách giá xăng hiện nay. Các văn bản chỉ quy định về:

*   **Thông tư 155/2025/TT-BTC:** Quy định về lệ phí đăng ký, cấp biển phương tiện giao thông.
*   **Thông tư 70/2025/TT-BXD:** Quy định về tiêu chuẩn khí thải, nhiên liệu thử nghiệm (bao gồm các yêu cầu kỹ thuật cho nhiên liệu xăng, diesel, LPG, hydro) đối với xe mô tô, xe gắn máy sản xuất, lắp ráp và nhập khẩu mới.
*   **Nghị định 168/2024/NĐ-CP:** Quy định về xử p"
P1_role_only,RQ-001,simple_penalty,6.384998753997934,0.6356589147286822,0.6085198166621731,0.0,0.0,0.0,False,"Dựa trên quy định tại **Điều 7, Khoản 7, điểm c** của Nghị định 168/2024/NĐ-CP, người điều khiển xe mô tô, xe gắn máy (và các loại xe tương tự) không chấp hành hiệu lệnh của đèn tín hiệu giao thông (vượt đèn đỏ) sẽ bị **phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng**.

Ngoài ra, theo **Điều 7, Khoản 13, điểm b**, người thực hiện hành vi này còn bị **trừ 04 điểm** giấy phép lái xe."
P1_role_only,RQ-002,simple_penalty,6.825035292000393,0.3981900452488687,0.3853255587949465,0.07692307692307693,1.0,0.14285714285714288,False,"Dựa trên Nghị định 168/2024/NĐ-CP được cung cấp trong ngữ cảnh, mức xử phạt đối với người điều khiển xe ô tô vi phạm về nồng độ cồn được quy định như sau:

*   **Trường hợp nồng độ cồn chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở:** Phạt tiền từ **6.000.000 đồng đến 8.000.000 đồng** (theo Khoản 6 Điều 6).
*   **Trường hợp nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở:** Phạt tiền t"
P1_role_only,RQ-003,simple_penalty,6.582720174999849,0.2222222222222222,0.2584745762711865,0.14285714285714285,1.0,0.25,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, mức xử phạt đối với hành vi không đội mũ bảo hiểm khi tham gia giao thông được quy định như sau:

**1. Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
*   Người điều khiển xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội mũ không cài quai đúng quy cách sẽ bị xử phạt theo **Điểm h Khoản 2 Điều 7**.

**2. Đối với người được chở trên xe mô tô, xe gắn máy và các loại xe tương tự:**
*   Người được chở không đội"
P1_role_only,RQ-004,simple_penalty,6.2740559019985085,0.6338028169014084,0.6449471354806984,0.0,0.0,0.0,False,"Theo quy định tại điểm b khoản 7 Điều 7 Nghị định 168/2024/NĐ-CP, người điều khiển xe mô tô, xe gắn máy (và các loại xe tương tự) đi vào đường cao tốc (trừ xe phục vụ việc quản lý, bảo trì đường cao tốc) sẽ bị **phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng**.

Ngoài ra, theo quy định tại điểm c khoản 13 Điều 7, hành vi này còn bị áp dụng hình thức xử phạt bổ sung là **trừ 06 điểm giấy phép lái xe**."
P1_role_only,RQ-005,simple_penalty,8.414505286000349,0.4380165289256199,0.37518751875187517,0.14285714285714285,1.0,0.25,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, việc sử dụng còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ các xe ưu tiên đang đi làm nhiệm vụ) bị xử phạt như sau:

1. **Đối với người điều khiển xe ô tô và các loại xe tương tự xe ô tô:**
   - Phạt tiền từ **400.000 đồng đến 600.000 đồng** (theo điểm đ khoản 1 Điều 6).

2. **Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
   - Phạt t"
P1_role_only,RQ-006,multi_intent,6.156049142999109,0.12987012987012986,0.1183030303030303,0.0,0.0,0.0,False,"Dựa trên các văn bản pháp luật được cung cấp trong ngữ cảnh, tôi xin giải đáp thắc mắc của bạn như sau:

1. **Về hành vi vượt đèn đỏ:**
   - Theo Nghị định 168/2024/NĐ-CP, hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông đối với người điều khiển xe mô tô, xe gắn máy không được quy định mức phạt cụ thể trong các điều khoản được cung cấp (các điều khoản chỉ quy định mức phạt cho xe ô tô và xe máy chuyên dùng).

2. **Về hành vi không mang bằng lái xe:**
   - Trong các nguồn dữ liệu đượ"
P1_role_only,RQ-007,multi_intent,7.239676811001118,0.16455696202531644,0.16248284768746465,0.0,0.0,0.0,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP và Luật Trật tự, an toàn giao thông đường bộ 2024, hành vi xe máy chở 3 người và không đội mũ bảo hiểm được xử lý như sau:

**1. Về hành vi chở quá số người quy định:**
*   Theo Khoản 1 Điều 33 Luật Trật tự, an toàn giao thông đường bộ 2024, người lái xe mô tô hai bánh, xe gắn máy chỉ được chở một người, trừ các trường hợp sau thì được chở tối đa hai người:
    *   Chở người bệnh đi cấp cứu;
    *   Áp giải người có hành vi vi phạm pháp luật;
  "
P1_role_only,RQ-008,multi_intent,7.005499962000613,0.32183908045977005,0.30451407328730745,0.0,0.0,0.0,False,"Dựa trên các quy định chuyển tiếp tại Điều 89 của Luật Trật tự, an toàn giao thông đường bộ 2024, việc thay đổi đối với giấy phép lái xe (GPLX) hạng B1 và B2 khi người có nhu cầu đổi, cấp lại được quy định như sau:

1.  **Đối với GPLX hạng B1:**
    *   **Hạng B1 số tự động:** Được đổi, cấp lại sang GPLX hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động.
    *   **Hạng B1 (nói chung):** Được đổi, cấp lại sang GPLX hạng B hoặc hạng C1 và chứng chỉ điều khiển xe máy chuyên dùn"
P1_role_only,RQ-009,multi_intent,7.181044998000289,0.3217391304347826,0.2744656917885264,0.0,0.0,0.0,False,"Dựa trên các quy định tại Điều 59 Luật Trật tự, an toàn giao thông đường bộ 2024, độ tuổi của người điều khiển phương tiện được quy định như sau:

1.  **Đối với xe gắn máy (bao gồm xe 50cc):** Người từ đủ **16 tuổi trở lên** được điều khiển xe gắn máy.
2.  **Đối với xe mô tô trên 125cc:** Theo quy định, người từ đủ **18 tuổi trở lên** được cấp giấy phép lái xe hạng A1 (cấp cho xe mô tô hai bánh có dung tích xi-lanh đến 125 cm³ hoặc công suất động cơ điện đến 11 kW). Đối với các loại xe mô tô có "
P1_role_only,RQ-010,multi_intent,10.716672549999203,0.16455696202531647,0.12229647630619686,0.0,0.0,0.0,False,"Dựa trên các văn bản được cung cấp, việc phân biệt giữa tịch thu phương tiện và tạm giữ phương tiện được quy định như sau:

### 1. Các trường hợp bị tịch thu phương tiện
Phương tiện sẽ bị tịch thu trong các trường hợp sau:

*   **Vi phạm về giấy tờ, nguồn gốc xe:**
    *   Điều khiển xe không có chứng nhận đăng ký xe hoặc sử dụng chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp, không đúng số khung, số máy của xe hoặc bị tẩy xóa mà **không chứng minh được nguồn gốc xuất xứ** (không có gi"
P1_role_only,RQ-011,cross_reference,28.837767704997532,0.23333333333333334,0.15857885615251302,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, Nghị định 168/2024/NĐ-CP không quy định cụ thể nội dung hành vi tại ""điểm a khoản 4 Điều 13"".

Tuy nhiên, theo **Nguồn 2** và **Nguồn 7**, hành vi vi phạm tại **điểm a khoản 4 Điều 13** thuộc nhóm các hành vi bị áp dụng hình thức xử phạt bổ sung là **tạm giữ phương tiện** và bị **trừ 02 điểm giấy phép lái xe**."
P1_role_only,RQ-012,cross_reference,6.546114168999338,0.270042194092827,0.2453589108910891,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, Nghị định 168/2024/NĐ-CP không có nội dung quy định cụ thể về hình thức phạt bổ sung tại ""khoản 8 Điều 32"".

Các thông tin về hình thức xử phạt bổ sung trong ngữ cảnh chỉ đề cập đến:
- **Khoản 12 Điều 26:** Tước quyền sử dụng phù hiệu từ 01 tháng đến 03 tháng đối với một số hành vi vi phạm cụ thể.
- **Khoản 3 Điều 52 (sửa đổi, bổ sung Điều 28):** Quy định tước quyền sử dụng phù hiệu từ 01 tháng đến 03 tháng hoặc tước quyền sử dụng giấy phép kinh doanh vậ"
P1_role_only,RQ-013,cross_reference,7.421376884998608,0.14197530864197527,0.10051789077212807,0.0625,1.0,0.11764705882352941,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP trong ngữ cảnh được cung cấp, mức phạt đối với hành vi quy định tại **điểm h khoản 14 Điều 32** như sau:

1. **Hình thức xử phạt chính:** Mặc dù ngữ cảnh không liệt kê trực tiếp mức tiền phạt cụ thể cho riêng điểm h khoản 14, nhưng theo quy định tại **khoản 18 Điều 32**, ngoài việc bị phạt tiền, cá nhân/tổ chức thực hiện hành vi này còn bị áp dụng các hình thức xử phạt bổ sung.
2. **Hình thức xử phạt bổ sung:**
   - **Tước quyền sử dụng giấy chứ"
P1_role_only,RQ-014,cross_reference,5.619826825000928,0.37777777777777777,0.27436281859070466,0.0,0.0,0.0,False,"Dựa trên ngữ cảnh được cung cấp, tại **Điều 6 Khoản 9** của Nghị định 168/2024/NĐ-CP, mức phạt tiền đối với người điều khiển xe thực hiện hành vi vi phạm quy định tại điểm b khoản này là **từ 18.000.000 đồng đến 20.000.000 đồng**."
P1_role_only,RQ-015,cross_reference,5.5942136789999495,0.5111111111111111,0.4344077961019491,0.0,0.0,0.0,False,"Dựa trên Khoản 2 Điều 48 của Nghị định 168/2024/NĐ-CP được cung cấp trong ngữ cảnh, việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm được thực hiện theo quy định tại **Luật Xử lý vi phạm hành chính**."
P1_role_only,RQ-016,procedure,6.06670760599809,0.6575342465753424,0.5228571428571429,0.0,0.0,0.0,False,"Dựa trên các nguồn tài liệu được cung cấp, nội dung sát hạch lý thuyết để cấp giấy phép lái xe (GPLX) bao gồm các phần sau:

1.  **Các nội dung chung:**
    *   Quy định của pháp luật về trật tự, an toàn giao thông đường bộ.
    *   Kỹ thuật lái xe.
    *   Đạo đức người lái xe và văn hóa giao thông.
    *   Phòng, chống tác hại của rượu, bia khi tham gia giao thông.

2.  **Các nội dung bổ sung tùy theo hạng giấy phép:**
    *   **Đối với hạng B1 và hạng B trở lên:** Nội dung liên quan đến cấu t"
P1_role_only,RQ-017,procedure,7.682033288998355,0.1858736059479554,0.1870631864213379,0.0,0.0,0.0,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP và Luật Trật tự, an toàn giao thông đường bộ 2024, thủ tục phục hồi điểm giấy phép lái xe (GPLX) được chia thành hai trường hợp cụ thể như sau:

### 1. Trường hợp GPLX chưa bị trừ hết điểm
Nếu GPLX không bị trừ điểm trong thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất, việc phục hồi điểm được thực hiện tự động:
*   **Tự động phục hồi:** Khi đủ thời hạn 12 tháng, dữ liệu điểm GPLX sẽ tự động được phục hồi đủ 12 điểm (bao gồm cả trường hợp GPLX"
P1_role_only,RQ-018,procedure,27.423635072998877,0.10256410256410256,0.0994204998189062,0.0,0.0,0.0,False,"Dựa trên các văn bản được cung cấp, điều kiện để được cấp Giấy phép lái xe (GPLX) hạng C được quy định như sau:

**1. Đối với người học mới (cấp mới):**
*   Là công dân Việt Nam, người nước ngoài được phép cư trú hoặc đang làm việc, học tập tại Việt Nam.
*   Đủ tuổi (tính đến ngày dự sát hạch lái xe), sức khỏe và trình độ văn hóa theo quy định.
*   Phải đáp ứng tiêu chuẩn sức khỏe Nhóm 3 (theo Thông tư 36/2024/TT-BYT).
*   Người đã có GPLX hạng B được đăng ký học để cấp mới GPLX hạng C1 (theo Th"
P1_role_only,RQ-019,procedure,9.87974928100084,0.36363636363636365,0.3982923154193872,0.0,0.0,0.0,False,"Dựa trên Khoản 5 Điều 62 Luật Trật tự, an toàn giao thông đường bộ 2024, Giấy phép lái xe bị thu hồi khi thuộc một trong các trường hợp sau đây:

1. Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe.
2. Giấy phép lái xe được cấp sai quy định.
3. Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết định xử phạt vi phạm hành chính theo quy định của pháp luật về xử lý vi phạm hành chính n"
P1_role_only,RQ-020,procedure,8.390610186997947,0.15384615384615383,0.13396778916544655,0.0,0.0,0.0,False,"Dựa trên các quy định tại Thông tư 79/2024/TT-BCA trong ngữ cảnh được cung cấp, việc đăng ký xe được quy định như sau:

1. **Nguyên tắc chung:** Theo Khoản 1 Điều 3, xe cơ giới và xe máy chuyên dùng có nguồn gốc hợp pháp, bảo đảm tiêu chuẩn chất lượng an toàn kỹ thuật và bảo vệ môi trường thì được đăng ký, cấp biển số xe theo quy định.
2. **Biển số xe điện:** Thông tư có quy định cụ thể về biển số xe sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường (trong đó bao gồm xe điện) tại K"
