pipeline,id,f1,rouge_l,latency_s
vanilla_rag,RQ-011,0.30601092896174864,0.2543180464562239,15.620086990995333
vanilla_rag,RQ-012,0.03333333333333333,0.029916625796959292,1.1567110069881892
vanilla_rag,RQ-013,0.1603053435114504,0.12294845954506191,17.259098998998525
vanilla_rag,RQ-014,0.3716814159292036,0.2257169287696577,8.71834850400046
vanilla_rag,RQ-015,0.42201834862385323,0.42698059179128217,1.3779507639992516
vanilla_rag,RQ-016,0.5256797583081572,0.5140266666666666,11.991153221999411
vanilla_rag,RQ-017,0.2032520325203252,0.2085146053449347,3.2033201649901457
vanilla_rag,RQ-018,0.11578947368421054,0.09318667888787045,9.099140956008341
vanilla_rag,RQ-019,0.19672131147540983,0.2188733405095084,12.205619733998901
vanilla_rag,RQ-020,0.04878048780487805,0.045018450184501846,2.2407724919903558
vanilla_rag,RQ-021,0.15384615384615383,0.0950896336710834,1.2611807909997879
vanilla_rag,RQ-022,0.3243243243243243,0.15111478117258464,9.425234693990205
vanilla_rag,RQ-023,0.05128205128205127,0.0475448168355417,1.5142839970067143
vanilla_rag,RQ-024,0.046511627906976744,0.042747021723896286,10.84129562000453
vanilla_rag,RQ-025,0.1142857142857143,0.10711150131694469,7.2832917390041985
vanilla_rag,RQ-026,0.31746031746031744,0.2262306136210384,5.317663177003851
vanilla_rag,RQ-027,0.6818181818181818,0.6514717374316228,13.503115782004897
vanilla_rag,RQ-028,0.4415584415584416,0.31662464778288596,1.9829714660008904
vanilla_rag,RQ-029,0.17712177121771217,0.12526554312420338,5.301313546995516
vanilla_rag,RQ-030,0.2948207171314741,0.2591941391941392,6.313704758009408
vanilla_rag,RQ-031,0.42580645161290326,0.32390626803647693,2.248515135011985
vanilla_rag,RQ-032,0.44799999999999995,0.3149938972866397,3.1433203960041283
vanilla_rag,RQ-033,0.0,0.0,2.8903382290009176
vanilla_rag,RQ-034,0.2902374670184697,0.19419255257572837,3.258394385993597
vanilla_rag,RQ-035,0.03278688524590164,0.02856473893701709,9.762223761994392
vanilla_rag,RQ-036,0.6333333333333333,0.6166666666666667,2.879035682999529
vanilla_rag,RQ-037,0.23822714681440443,0.18019761637974943,2.6470517220004695
vanilla_rag,RQ-038,0.3891402714932127,0.33237179487179497,2.564240328996675
vanilla_rag,RQ-039,0.5842696629213483,0.5722326454033771,1.4353758950019255
vanilla_rag,RQ-040,0.48407643312101906,0.4589510953750831,13.468887306007673
agentic_rag,RQ-002,0.2911392405063291,0.25687214878933207,5.611214140008087
agentic_rag,RQ-003,0.23564954682779451,0.2729776247848537,34.07268212699273
agentic_rag,RQ-005,0.34459459459459457,0.34244011976047906,40.39078244999109
agentic_rag,RQ-006,0.2540983606557377,0.22015037593984962,5.22119962600118
agentic_rag,RQ-007,0.16574585635359115,0.12045813586097946,7.841760829993291
agentic_rag,RQ-008,0.2398190045248869,0.2540586485337866,19.114406588996644
agentic_rag,RQ-009,0.3564356435643564,0.28485657104736495,17.607387462005136
agentic_rag,RQ-010,0.14970059880239522,0.10892857142857143,14.926277289996506
agentic_rag,RQ-011,0.14342629482071712,0.09959922814309038,26.1893666049873
agentic_rag,RQ-012,0.14457831325301204,0.12296133406633682,16.133062724999036
agentic_rag,RQ-013,0.08178438661710037,0.051397275663530397,63.597466310005984
agentic_rag,RQ-014,0.3716814159292036,0.2257169287696577,7.472585098003037
agentic_rag,RQ-015,0.35185185185185186,0.35214881334188575,13.993906596006127
agentic_rag,RQ-016,0.39473684210526316,0.38552000000000003,22.037842466001166
agentic_rag,RQ-017,0.2040816326530612,0.21408516612072997,15.918897839001147
agentic_rag,RQ-018,0.10546139359698681,0.10320729733706045,14.604159166992758
agentic_rag,RQ-019,0.3831775700934579,0.4190279924437575,6.5223485980095575
agentic_rag,RQ-020,0.11581291759465479,0.11614019904803116,14.662560683995252
agentic_rag,RQ-021,0.6133333333333333,0.6426935409986259,0.861226180990343
agentic_rag,RQ-022,0.4109589041095891,0.2889625769777357,1.2037371780024841
agentic_rag,RQ-023,0.39999999999999997,0.3155716502845318,10.72359815800155
agentic_rag,RQ-024,0.3544303797468354,0.2359260850880963,1.043034180009272
agentic_rag,RQ-025,0.25352112676056343,0.2393330063756743,9.671615405997727
agentic_rag,RQ-026,0.27213822894168466,0.22757580568344182,19.36228702100925
agentic_rag,RQ-028,0.4036697247706422,0.266870830143279,32.52019304900023
agentic_rag,RQ-029,0.3589743589743589,0.25916815742397137,33.70226446198649
agentic_rag,RQ-030,0.2763157894736842,0.21034482758620693,21.8118672290002
agentic_rag,RQ-031,0.45774647887323944,0.32734306751528763,20.31509477600048
agentic_rag,RQ-033,0.38283828382838286,0.3526011560693642,10.692714422009885
agentic_rag,RQ-034,0.27956989247311825,0.2573839662447257,16.080059393003467
agentic_rag,RQ-035,0.30905861456483125,0.2113624476987448,6.206391763000283
agentic_rag,RQ-036,0.5777777777777778,0.5291201982651798,12.516171034003492
agentic_rag,RQ-037,0.1851851851851852,0.14938427092079484,7.278597048003576
agentic_rag,RQ-038,0.18604651162790697,0.1577944179714091,6.261563513005967
agentic_rag,RQ-039,0.6857142857142857,0.696574225122349,27.448735105994274
agentic_rag,RQ-040,0.36607142857142855,0.39392960929932186,18.2580897329899
agentic_rag,RQ-001,0.45161290322580655,0.4338150952053223,13.619356112001697
agentic_rag,RQ-004,0.34080717488789236,0.3504596191726855,5.183272915994166
agentic_rag,RQ-027,0.2598187311178248,0.23530746539596095,12.04940766299842
agentic_rag,RQ-032,0.3796791443850267,0.24684735554300768,34.28706834599143
