pipeline,id,f1,rouge_l,latency_s
vanilla_rag,RQ-012,0.03333333333333333,0.029916625796959292,35.845212968999476
vanilla_rag,RQ-013,0.1375,0.14530728918532634,10.086834444999113
vanilla_rag,RQ-014,0.3653846153846154,0.24254473161033796,17.90056569800072
vanilla_rag,RQ-015,0.4799999999999999,0.4256432621020498,8.760825260000274
vanilla_rag,RQ-016,0.43176178660049624,0.3930201342281879,8.08806843900129
vanilla_rag,RQ-017,0.23902439024390243,0.20855664387359085,9.099472907000745
vanilla_rag,RQ-018,0.10810810810810811,0.09300552696779112,15.219765716999973
vanilla_rag,RQ-019,0.296028880866426,0.3298188699648554,16.206120729999384
vanilla_rag,RQ-020,0.336283185840708,0.2513470681458003,15.649204012001064
vanilla_rag,RQ-021,0.15384615384615383,0.0950896336710834,38.835708209000586
vanilla_rag,RQ-022,0.3243243243243243,0.15111478117258464,7.16673463799998
vanilla_rag,RQ-023,0.05128205128205127,0.0475448168355417,7.7243179340002825
vanilla_rag,RQ-024,0.046511627906976744,0.042747021723896286,19.651089479999428
vanilla_rag,RQ-025,0.1142857142857143,0.10711150131694469,27.246272542999577
agentic_rag,RQ-001,0.6451612903225806,0.6127232142857143,32.49975467300101
agentic_rag,RQ-002,0.6913580246913581,0.7139816982336668,62.162885875999564
agentic_rag,RQ-003,0.40624999999999994,0.45400763358778634,55.77768202900006
agentic_rag,RQ-004,0.6187050359712231,0.626503006012024,24.38122448100148
agentic_rag,RQ-005,0.34083601286173637,0.33440591109522105,70.4536244280007
agentic_rag,RQ-006,0.31182795698924726,0.2580769230769231,25.44973855399985
agentic_rag,RQ-007,0.18877551020408162,0.18879969049231066,17.15774048000094
agentic_rag,RQ-008,0.2864077669902913,0.3045846572855197,23.06501365300028
agentic_rag,RQ-009,0.407185628742515,0.34122203098106707,41.551365594001254
agentic_rag,RQ-010,0.15457413249211358,0.10714718352513629,41.80934341200009
agentic_rag,RQ-011,0.2658959537572254,0.165656987674953,14.731139028999678
agentic_rag,RQ-012,0.21404682274247494,0.17506862989767907,24.49094590200002
agentic_rag,RQ-013,0.2845188284518828,0.22021660649819494,14.356526445000782
agentic_rag,RQ-014,0.3773584905660377,0.23859191655801826,9.262744581999868
agentic_rag,RQ-015,0.26415094339622647,0.22217163669474166,16.347878493999815
agentic_rag,RQ-016,0.4767123287671233,0.4593643031784841,15.263129708999259
agentic_rag,RQ-017,0.20202020202020202,0.19788367961689968,17.694331812999735
agentic_rag,RQ-018,0.13612565445026176,0.1298003850440774,13.796140002001266
agentic_rag,RQ-019,0.3867924528301887,0.42265719729776546,11.679765115999544
agentic_rag,RQ-020,0.16666666666666666,0.13243933588761173,21.904302359998837
agentic_rag,RQ-021,0.6133333333333333,0.6426935409986259,3.970327882001584
agentic_rag,RQ-022,0.4109589041095891,0.2889625769777357,2.7128357050005434
agentic_rag,RQ-023,0.39999999999999997,0.3155716502845318,5.8778327030013315
agentic_rag,RQ-024,0.3544303797468354,0.2359260850880963,3.728067459000158
agentic_rag,RQ-025,0.25352112676056343,0.2393330063756743,2.993027312999402
